---,LevelRangeString,DropWeight,MaxCount,TextFormat,ItemTextFormat,bAlwaysShowAffixName,bIsPrimaryAffix,TraitType,AffixTags,SkillNameTag,ElementTag,AffixCurveValue1,AffixCurveValue2,AffixCurveValue3,AffixCurveValue4,AffixCurveValue5,AffixCurveValue6,TraitString,Normal,Magic,Rare,Legendary,Unique,SetBonusTag,SetBonusCountRequired,EnchantingMagicMultipliers,EnchantingRareMultipliers,EnchantingLegendaryMultipliers,LifeboundMultiplier,bRound,TextOnDrop,Notes
LegendarySetBonus_ArcPowered_RelicChargeUp,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""FEFF40A34CF7E61A4463BBBEBFE7ECAC"", ""<span color=\""#FFD700\"">Charged Up</> lasts twice as long"")","","False","True","SetBonus","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Affix.Legendary.Global.ArcPowered.RelicChargeUp""),(TagName=""Affix.Legendary.SetBonus"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Global.ArcPowered.RelicChargeUp","1","1","1","1","1","(TagName=""Affix.Legendary.SetCounter.ArcPowered"")","3","","","","1.200000","False","",""
LegendarySetBonus_ArcPowered_RelicSkillRefresh,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""807C9A0E498AFF6414057190062ACB9B"", ""Chance to trigger effect increased to 20%"")","","False","True","SetBonus","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Affix.Legendary.Global.ArcPowered.RelicSkillRefresh""),(TagName=""Affix.Legendary.SetBonus"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_RelicSkillRefresh","0.1","0.1","0.1","0.1","0.1","(TagName=""Affix.Legendary.SetCounter.ArcPowered"")","3","","","","1.200000","False","",""
LegendarySetBonus_ArcPowered_ShrineDuration,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""5BECAA8B4C999D603E2278994D74C2E5"", ""Increase <span color=\""#FFD700\"">Grounding Shrine</> duration by another 20 sec."")","","False","True","SetBonus","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Affix.Legendary.Global.ArcPowered.ShrineDuration""),(TagName=""Affix.Legendary.SetBonus"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Global.ArcPowered.ShrineDuration","20","20","20","20","20","(TagName=""Affix.Legendary.SetCounter.ArcPowered"")","3","","","","1.200000","False","",""
LegendarySetBonus_ArcPowered_ZapOnBlock,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""B5F07BBE4C25DB62947E65B2A46544A0"", ""<span color=\""#FFD700\"">Zap</> chance increased to 20%"")","","False","True","SetBonus","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Affix.Legendary.Global.ArcPowered.ZapOnBlock""),(TagName=""Affix.Legendary.SetBonus"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_ZapOnBlock","0.1","0.1","0.1","0.1","0.1","(TagName=""Affix.Legendary.SetCounter.ArcPowered"")","3","","","","1.200000","False","",""
LegendarySetBonus_DMSet1_BetterLightDarkBuffs,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""C8B7E1F6480F7355E0ABD28A6AAD8D23"", ""<span color=\""#FFD700\"">Harmonic Form</>\'s Mana regeneration buff increased 50%"")","","False","True","SetBonus","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Affix.Legendary.SetBonus""),(TagName=""Affix.Legendary.DuskMage.BetterLightDarkBuffs"")))","(TagName="""")","(TagName="""")","None","None","None","None","None","None","SkillModifier|Affix.Legendary.DuskMage.BetterLightBuff","1","1","1","1","1","(TagName=""Affix.Legendary.SetCounter.DuskMage1"")","3","","","","1.200000","False","",""
LegendarySetBonus_DMSet1_CooldownGrantsMana,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""57FE992F4CC341C1888F189AD6169B00"", ""<span color=\""#FFD700\"">Mana-Infused</> restores twice as much mana"")","","False","True","SetBonus","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Affix.Legendary.SetBonus""),(TagName=""Affix.Legendary.DuskMage.CooldownGrantsMana"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.DuskMage.CooldownGrantsMana;","0.05","0.05","0.05","0.05","0.05","(TagName=""Affix.Legendary.SetCounter.DuskMage1"")","3","","","","1.200000","False","",""
LegendarySetBonus_DMSet1_DarkPoints,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""B8685A264D721DC0FB42CDACF03798B3"", ""+{0} Skill Level to <span color=\""#FFD700\"">Dark</> Skills"")","","False","True","SetBonus","(GameplayTags=((TagName=""Affix.Legendary.DuskMage.StackingDamage_Dark""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Affix.Legendary.SetBonus"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","SkillLevelBonus|DM_UnholyBolt;SkillLevelBonus|DM_Entropy;SkillLevelBonus|DM_DarkSpears;SkillLevelBonus|DM_SpiritWell;SkillLevelBonus|DM_Damnation;SkillLevelBonus|DM_ShadowStep;SkillLevelBonus|DM_EnergySpike","1;1;1;1;1;1;1","1;1;1;1;1;1;1","1;1;1;1;1;1;1","1;1;1;1;1;1;1","1;1;1;1;1;1;1","(TagName=""Affix.Legendary.SetCounter.DuskMage1"")","3","","","","1.200000","False","",""
LegendarySetBonus_DMSet1_InstantLightDarkBuff,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""7F189CBC4D67AEEAF324188BF153E576"", ""Cast <span color=\""#FFD700\"">{SkillName}</>: automatically fill the <span color=\""#FFD700\"">Dark Bar</>"")","","False","True","SetBonus","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Affix.Legendary.SetBonus""),(TagName=""Affix.Legendary.DuskMage.InstantLightDarkBuff"")))","(TagName=""Skill.Relic.Barrier"")","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.DuskMage.InstantDarkBuff","1","1","1","1","1","(TagName=""Affix.Legendary.SetCounter.DuskMage1"")","3","","","","1.200000","False","",""
LegendarySetBonus_DMSet1_LightPoints,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""59C6EE4743C46469FD8B52B746ABBFF7"", ""+{0} Skill Level to <span color=\""#FFD700\"">Light</> Skills"")","","False","True","SetBonus","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Affix.Legendary.SetBonus""),(TagName=""Affix.Legendary.DuskMage.StackingDamage_Light"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","SkillLevelBonus|DM_HolyBolt;SkillLevelBonus|DM_HolyFury;SkillLevelBonus|DM_LuminousRun;SkillLevelBonus|DM_Absolver;SkillLevelBonus|DM_RadiantBlast;SkillLevelBonus|DM_Consecration;SkillLevelBonus|DM_LightSpear","1;1;1;1;1;1;1","1;1;1;1;1;1;1","1;1;1;1;1;1;1","1;1;1;1;1;1;1","1;1;1;1;1;1;1","(TagName=""Affix.Legendary.SetCounter.DuskMage1"")","3","","","","1.200000","False","",""
LegendarySetBonus_DMSet1_ManaOverload,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""E4427AF742CEB8838E105783653CC91D"", ""<span color=\""#FFD700\"">Overloaded</> effects are doubled"")","","False","True","SetBonus","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Affix.Legendary.SetBonus""),(TagName=""Affix.Legendary.DuskMage.ManaOverload"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.DuskMage.ManaOverload","0.5","0.5","0.5","0.5","0.5","(TagName=""Affix.Legendary.SetCounter.DuskMage1"")","3","","","","1.200000","False","",""
LegendarySetBonus_DMSet1_SummonNetherlingsOnRelic,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""FF25D2BF472ECA7400DEFA89B5A9F6AF"", ""Cast <span color=\""#FFD700\"">{SkillName}</>: summon 2 additional <span color=\""#FFD700\"">Netherlings</>"")","","False","True","SetBonus","(GameplayTags=((TagName=""Affix.Legendary.DuskMage.SummonNetherlingsOnRelic""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Affix.Legendary.SetBonus"")))","(TagName=""Skill.Relic.Power"")","(TagName="""")","None","None","None","None","None","None","MinionsOnProcFromAffix|AffixOnProcNetherling","2","2","2","2","2","(TagName=""Affix.Legendary.SetCounter.DuskMage1"")","3","","","","1.200000","False","",""
LegendarySetBonus_FOSet1_BarragePoints,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""03F2502546291CE7B94787BCA94F0D60"", ""+{0} Skill Level to <span color=\""#FFD700\"">Barrage</> Skills"")","","False","True","SetBonus","(GameplayTags=((TagName=""Affix.Legendary.Forged.StackingDamage_Barrage""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Affix.Legendary.SetBonus"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","SkillLevelBonus|Forged_RapidFire;SkillLevelBonus|Forged_RocketBarrage;SkillLevelBonus|Forged_ShotgonneBlast;SkillLevelBonus|Forged_PoisonDart;SkillLevelBonus|Forged_SlugShot;SkillLevelBonus|Forged_VentFurnaceBlast;SkillLevelBonus|Forged_SonicPulse","1;1;1;1;1;1;1","1;1;1;1;1;1;1","1;1;1;1;1;1;1","1;1;1;1;1;1;1","1;1;1;1;1;1;1","(TagName=""Affix.Legendary.SetCounter.Forged1"")","3","","","","1.200000","False","",""
LegendarySetBonus_FOSet1_BrawlPoints,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""C2E7201F4FCB5937084EABB0F6BD8F1D"", ""+{0} Skill Level to <span color=\""#FFD700\"">Brawl</> Skills"")","","False","True","SetBonus","(GameplayTags=((TagName=""Affix.Legendary.Forged.StackingDamage_Brawl""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Affix.Legendary.SetBonus"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","SkillLevelBonus|Forged_RapidStrike;SkillLevelBonus|Forged_Lodestone;SkillLevelBonus|Forged_CycloneMode;SkillLevelBonus|Forged_ServoDrivenUppercut;SkillLevelBonus|Forged_MyBuddy;SkillLevelBonus|Forged_RammingRobot;SkillLevelBonus|Forged_FrackingStrike","1;1;1;1;1;1;1","1;1;1;1;1;1;1","1;1;1;1;1;1;1","1;1;1;1;1;1;1","1;1;1;1;1;1;1","(TagName=""Affix.Legendary.SetCounter.Forged1"")","3","","","","1.200000","False","",""
LegendarySetBonus_FOSet1_OverheatCriticalChance,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""3134D5E947FC964A19D66A80A87C8CD3"", ""<span color=\""#FFD700\"">Overheated</> grants an additional 10% Critical Chance"")","","False","True","SetBonus","(GameplayTags=((TagName=""Affix.Legendary.Forged.OverheatCriticalChance""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Affix.Legendary.SetBonus"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Forged.OverheatCriticalChance","1","1","1","1","1","(TagName=""Affix.Legendary.SetCounter.Forged1"")","3","","","","1.200000","False","",""
LegendarySetBonus_FOSet1_SonicPulseOnRelic,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""885ADC5A48AC6B0A191208B1251502C7"", ""<span color=\""#FFD700\"">Sonic Pulse</> trigger chance increases to 100%"")","","False","True","SetBonus","(GameplayTags=((TagName=""Affix.Legendary.Forged.SonicPulseOnRelic""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Affix.Legendary.SetBonus"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_Forged_RelicSonicPulse","2","2","2","2","2","(TagName=""Affix.Legendary.SetCounter.Forged1"")","3","","","","1.200000","False","",""
LegendarySetBonus_FOSet1_SummonAutomabotsOnRelic,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""B0523F1A47FA834DBACBCD95E002A910"", ""Summon 3 additional Explodobots"")","","False","True","SetBonus","(GameplayTags=((TagName=""Affix.Legendary.Forged.SummonAutomabotsOnRelic""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Affix.Legendary.SetBonus"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","MinionsOnProcFromAffix|AffixOnProcAutomabot","3","3","3","3","3","(TagName=""Affix.Legendary.SetCounter.Forged1"")","3","","","","1.200000","False","",""
LegendarySetBonus_FOSet1_VentGeneratesHeat,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""B64AD4B64CBF6BB8D961ADA1C7310300"", ""Cast any <span color=\""#FFD700\"">Vent</> Skill: gain an additional 25 Heat"")","","False","True","SetBonus","(GameplayTags=((TagName=""Affix.Legendary.Forged.VentGeneratesHeat""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Affix.Legendary.SetBonus"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Forged.VentGeneratesHeat","25","25","25","25","25","(TagName=""Affix.Legendary.SetCounter.Forged1"")","3","","","","1.200000","False","",""
LegendarySetBonus_RMSet1_ConductorPoints,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""7CD8FA1F4FAD02673082B197D900BD63"", ""+{0} Skill Level to <span color=\""#FFD700\"">Conductor</> Skills"")","","False","True","SetBonus","(GameplayTags=((TagName=""Affix.Legendary.Railman.StackingDamage_Conductor""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Affix.Legendary.SetBonus"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","SkillLevelBonus|RM_BuildTurret;SkillLevelBonus|RM_RearCar_MortarTurret;SkillLevelBonus|RM_ThirdRail;SkillLevelBonus|RM_MiddleCar_Shield;SkillLevelBonus|RM_RearCar_Flamethrower;SkillLevelBonus|RM_GhostTrain;SkillLevelBonus|RM_MiddleCar_Shotgonne","1;1;1;1;1;1;1","1;1;1;1;1;1;1","1;1;1;1;1;1;1","1;1;1;1;1;1;1","1;1;1;1;1;1;1","(TagName=""Affix.Legendary.SetCounter.Railmaster1"")","3","","","","1.200000","False","",""
LegendarySetBonus_RMSet1_LineagePoints,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""8AEF4DDB4FB245239B55B2A5A40B2639"", ""+{0} Skill Level to <span color=\""#FFD700\"">Slammer</> Skills"")","","False","True","SetBonus","(GameplayTags=((TagName=""Affix.Legendary.Railman.StackingDamage_Lineage""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Affix.Legendary.SetBonus"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","SkillLevelBonus|RM_Pound;SkillLevelBonus|RM_BlastingCharge;SkillLevelBonus|RM_HammerSpin;SkillLevelBonus|RM_SpikeThrow;SkillLevelBonus|RM_LanternFlash;SkillLevelBonus|RM_SpikeDrive;SkillLevelBonus|RM_TorqueSwing","1;1;1;1;1;1;1","1;1;1;1;1;1;1","1;1;1;1;1;1;1","1;1;1;1;1;1;1","1;1;1;1;1;1;1","(TagName=""Affix.Legendary.SetCounter.Railmaster1"")","3","","","","1.200000","False","",""
LegendarySetBonus_RMSet1_RailmasterRangedIntoMelee,"1-100","100","1","","","False","True","SetBonus","(GameplayTags=((TagName=""Affix.Legendary.Railman.RailmasterRangedIntoMelee""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Affix.Legendary.SetBonus"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","","","","","","","(TagName=""Affix.Legendary.SetCounter.Railmaster1"")","3","","","","1.200000","False","",""
LegendarySetBonus_RMSet1_RelicFillsEndurance,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""0FB00AB94D22C34850342EA8CA5C331D"", ""<span color=\""#FFD700\"">{SkillName}</> always restores all Endurance"")","","False","True","SetBonus","(GameplayTags=((TagName=""Affix.Legendary.Railman.RelicFillsEndurance""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Affix.Legendary.SetBonus"")))","(TagName=""Skill.Relic.Attack"")","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_RailmanSetRestoreEndurance","0.5","0.5","0.5","0.5","0.5","(TagName=""Affix.Legendary.SetCounter.Railmaster1"")","3","","","","1.200000","False","",""
LegendarySetBonus_RMSet1_SeismicShock,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""D1A24C0D456EF55FE6C72FB12EABBA89"", ""Gain twice as many <span color=\""#FFD700\"">Seismic Charges</>"")","","False","True","SetBonus","(GameplayTags=((TagName=""Affix.Legendary.Railman.SeismicShock""),(TagName=""Item.Armour.Boots""),(TagName=""Affix.Legendary.SetBonus"")))","(TagName="""")","(TagName="""")","None","None","None","None","None","None","SkillModifier|Affix.Legendary.Railman.SeismicShock","1","1","1","1","1","(TagName=""Affix.Legendary.SetCounter.Railmaster1"")","3","","","","1.200000","False","",""
LegendarySetBonus_RMSet1_SummonHammerOnRelic,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""2D187628491523D0DEE278B2C4E8CAC7"", ""Spawn an additional <span color=\""#FFD700\"">Enchanted Railhammer</>"")","","False","True","SetBonus","(GameplayTags=((TagName=""Affix.Legendary.Railman.SummonHammerOnRelic""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Affix.Legendary.SetBonus"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","MinionsOnProcFromAffix|AffixOnProcEnchantedHammer","1","1","1","1","1","(TagName=""Affix.Legendary.SetCounter.Railmaster1"")","3","","","","1.200000","False","",""
