---,Speakers,Type,TitleText,Text,ButtonText,Voiceover,AudioTableEntry,ContextType1,ContextParam1,ContextType2,ContextParam2,ContextType3,ContextParam3,IconPortraitTag,Tags,Weight,ContextEntries,bDefaultSet,Notes
Lore_A2C2_Psora_3,"((RowName=""LoreSpeaker_Sadista""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A2C2_Psora_3_TitleText"", ""Over Hard"")","NSLOCTEXT(""DialogueTable"", ""Lore_A2C2_Psora_3_Text"", ""It seems like Mother\'s special recipe has done the trick. The juicy, green bug is sleeping in some kind of crispy coccoon. If Mother\'s prediction is right, when it comes out, it\'ll be bigger and hungrier than any of these bugs, ever. That should work as a solid distraction. Heh."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C2_Psora_Sadi_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Sadista"")","(GameplayTags=((TagName=""Dialogue.Lore.Psora.3"")))","1","","True",""
Lore_A2C2_Story_20,"((RowName=""LoreSpeaker_Sadista""))","Lore","NSLOCTEXT(""DialogueTable"", ""7E4E01FC4C36CACB3CB212A3DAE6F39A"", ""Hyvid Minds"")","NSLOCTEXT(""DialogueTable"", ""Lore_A2C2_Story_20_Text"", ""The new colony is proceeding beautifully. Who knew how well a little Darkened Ember would work on Hyvid minds?"")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C2_Story20_Sadi_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Sadista"")","(GameplayTags=((TagName=""Dialogue.Lore.Story.20"")))","1","","True",""
Lore_A2C2_Story_21,"((RowName=""LoreSpeaker_Sadista""))","Lore","NSLOCTEXT(""DialogueTable"", ""9807CB44447A4B1D46A05A8EF0B41CE4"", ""The Hatchery"")","NSLOCTEXT(""DialogueTable"", ""Lore_A2C2_Story_21_Text"", ""The hatchery is a fascinating place. They nurture their young, and protect them until they\'re ready for battle. To receive such warmth and care as a little one, I\'d be lying if I said I wasn’t jealous."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C2_Story21_Sadib_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Sadista"")","(GameplayTags=((TagName=""Dialogue.Lore.Story.21"")))","1","","True",""
Lore_A2C3_DwarvenRuins_1,"((RowName=""LoreSpeaker_Grimsby""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A2C3_DwarvenRuins_1_TitleText"", ""Quality Control"")","NSLOCTEXT(""DialogueTable"", ""Lore_A2C3_DwarvenRuins_1_Text"", ""Stouthead: you need to up the security on the next gob shipment. We\'ll need to send an extra craftfull to make up for escapees and deaths in transit. This ember ain\'t gonna mine itself and I\'ll be stoned if I\'ll let you cut into this year\'s profits. - Grimsby"")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C3_DwarvenRuins_Grims"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Grimsby"")","(GameplayTags=((TagName=""Dialogue.Lore.DwarvenRuins.1"")))","1","","True",""
Lore_A2C3_Torchlight_4,"((RowName=""LoreSpeaker_CommanderVale""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A2C3_Torchlight_4_TitleText"", ""A History of Torchlight, Chapter 4"")","NSLOCTEXT(""DialogueTable"", ""D16FD55C471E8F2490C15491B5AD6C1C"", ""A brave band of heroes answered my call: an embermage, engineer, outlander and berserker.\r\nThey pursued the Dark Alchemist to the Clockwork Core itself, the very fulcrum from which our world swings.\r\nThere, the heroes finally defeated the Dark Alchemist, though with his final dying efforts, he managed to crack open the Clockwork Core.\r\nAs it sat smoldering and exposed, the king of all Netherim, the Netherlord emerged into our world."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C3_Torchlight_Vale"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Vale"")","(GameplayTags=((TagName=""Dialogue.Lore.Torchlight.4"")))","1","","True",""
Lore_A2C3_Kenik_3,"((RowName=""LoreSpeaker_Sadista""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A2C3_Kenik_3_TitleText"", ""The Mercenary Called Kenik"")","NSLOCTEXT(""DialogueTable"", ""Lore_A2C3_Kenik_3_Text"", ""Gullible. Insubordinate. Self-interested. I’m starting to like the mercenary called Kenik. The empire has bought him with a few meager gold coins, but Mother could offer him so much more. I will keep an eye on that one."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C2_Story21_Sadia_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Sadista"")","(GameplayTags=((TagName=""Dialogue.Lore.Kenik.3"")))","1","","True",""
Lore_A2C3_SwampSeer_3,"((RowName=""LoreSpeaker_SwampSeer""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A2C3_SwampSeer_3_TitleText"", ""Skin Deep"")","NSLOCTEXT(""DialogueTable"", ""Lore_A2C3_SwampSeer_3_Text"", ""Agatha\'s Age-Reversing Face Mask\nTired of looking your age? Want to look someone else\'s age? This mask is sure to make you look some other age.\n\nOne handful ground boglilly petals\nFive drops Pusberry extract\nHalf a plate of ground Hyvid protein\n\nCombine with fresh water and vinegar. Apply to face. Wear for at least one hour, NO MORE THAN four hours!"")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C3_SwampSeer3_Seer"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.SwampSeer"")","(GameplayTags=((TagName=""Dialogue.Lore.SwampSeer.3"")))","1","","True",""
Lore_A2C3_SwampSeer_4,"((RowName=""LoreSpeaker_SwampSeer""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A2C3_SwampSeer_4_TitleText"", ""Dream Divination"")","NSLOCTEXT(""DialogueTable"", ""Lore_A2C3_SwampSeer_4_Text"", ""Agatha\'s Dreamglow Ointment\n\nTen Drops Crooked Bog Dip Oil\nOne Pinch of Hyvid Flavor Crystals\nOne Pinch of Hyvid Paste\n\nCombine, stirring SLOWLY. Apply near your orifices when you prepare for sleep. Open your mind and inner eyes."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C3_SwampSeer4_Seer"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.SwampSeer"")","(GameplayTags=((TagName=""Dialogue.Lore.SwampSeer.4"")))","1","","True",""
Lore_A2C3_Story_22,"((RowName=""LoreSpeaker_Mother""))","Lore","NSLOCTEXT(""DialogueTable"", ""92B37381412BEE202247FA8B65A7C849"", ""Not a Game"")","NSLOCTEXT(""DialogueTable"", ""28D309EA4343F3EED82F3BA35EAE71A9"", ""Why has Sadista not defeated the “hero” yet? Is this a game to her? If she will not deliver the void ember, and she will not defeat my enemies, what good is she?"")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C3_Story22_Mother_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Mother"")","(GameplayTags=((TagName=""Dialogue.Lore.Story.22"")))","1","","True",""
Lore_A2C3_Story_23,"((RowName=""LoreSpeaker_Sadista""))","Lore","NSLOCTEXT(""DialogueTable"", ""9E042A304DF8754808EF299A6C8B01E9"", ""Deepest Pits of the Netherverse"")","NSLOCTEXT(""DialogueTable"", ""Lore_A2C3_Story_23_Text"", ""Alpacas? In a swamp? And people tell ME I\'m a \""bloodthirsty, psychotic monster from the deepest pits of the netherverse!” (sigh) Some people just have no self-awareness."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C3_Story23_Sadi_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Sadista"")","(GameplayTags=((TagName=""Dialogue.Lore.Story.23"")))","1","","True",""
Lore_A2C3_Story_24,"((RowName=""LoreSpeaker_Sadista""))","Lore","NSLOCTEXT(""DialogueTable"", ""A2AF8D134CD5792B7D2BE3A2EB6B8F94"", ""My Burrowers"")","NSLOCTEXT(""DialogueTable"", ""Lore_A2C3_Story_24_Text"", ""I see now, the little alpacas are smarter than I thought. They know the key through the miasma is buried in the dwarven ruins. And they\'re leading the intruder right to it! Well, that won\'t do. Go, my burrowers. Find the crown. The intruder must not attain their prize."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C3_Story24_Sadi_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Sadista"")","(GameplayTags=((TagName=""Dialogue.Lore.Story.24"")))","1","","True",""
Lore_A2C4_Krronk_1,"((RowName=""LoreSpeaker_ImperialExplorer""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A2C4_Krronk_1_TitleText"", ""A Distant Sundering"")","NSLOCTEXT(""DialogueTable"", ""Lore_A2C4_Krronk_1_Text"", ""We have to leave this place, but I can\'t find the exit. There\'s toxic mist everywhere. I hear a deep, deep rumbling. It\'s not the bugs. It must be much, much bigger. I think this is it for me…"")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C4_Krronk_ImpExp"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.ImperialSoldier"")","(GameplayTags=((TagName=""Dialogue.Lore.Krronk.1"")))","1","","True",""
Lore_A2C4_Krronk_2,"((RowName=""LoreSpeaker_Sadista""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A2C4_Krronk_2_TitleText"", ""Good Dog"")","NSLOCTEXT(""DialogueTable"", ""Lore_A2C4_Krronk_2_Text"", ""Once again, Mother was right. The Hyvid seem to be mesmerized by the corrupted ember. It\'s like they want to protect it, like it\'s sacred to them. My pet charger bug, I\'ve taken to calling Krronk should work as a guard dog to protect the heart of the corrupted ember."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C4_Krronk_Sadia_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Sadista"")","(GameplayTags=((TagName=""Dialogue.Lore.Krronk.2"")))","1","","True",""
Lore_A2C4_Story_25,"((RowName=""LoreSpeaker_Sadista""))","Lore","NSLOCTEXT(""DialogueTable"", ""666C8CDF47BFCDA2BC56F3849EB108D8"", ""The Perfect Pawns"")","NSLOCTEXT(""DialogueTable"", ""Lore_A2C4_Story_25_Text"", ""The Hyvid are the perfect pawns. I command, they obey. They\'d lay down their lives if I demanded it, and without a second thought. Pathetic! But useful... I wonder if Mother thinks of us the same way..."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C4_Story25_Sadi_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Sadista"")","(GameplayTags=((TagName=""Dialogue.Lore.Story.25"")))","1","","True",""
Lore_A2C4_Story_26,"((RowName=""LoreSpeaker_Sadista""))","Lore","NSLOCTEXT(""DialogueTable"", ""4B6A738F4D02673F3D5804BA280EB61E"", ""See My Worth"")","NSLOCTEXT(""DialogueTable"", ""Lore_A2C4_Story_26_Text"", ""No matter how hard I try, nothing I do is good enough for Mother. She constantly, constantly compares me to my sisters, I\'m sick of it. Soon Mother will see my worth, and when she does she\'ll regret ever mistreating me."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C4_Story26_Sadi_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Sadista"")","(GameplayTags=((TagName=""Dialogue.Lore.Story.26"")))","1","","True",""
Lore_A2C5_Ember_2,"((RowName=""LoreSpeaker_ImperialExplorer""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A2C5_Ember_2_TitleText"", ""Final Warning"")","NSLOCTEXT(""DialogueTable"", ""Lore_A2C5_Ember_2_Text"", ""It\'s this place, it\'s in the stones, it\'s the ember. The most corrupted deposit of ember I\'ve ever seen. I can feel it reaching out and I think even the bugs can, too.\nI\'ve seen them touch it. Almost carress it? We have to destroy this place, if I can even find my way out…"")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C5_Ember_ImpExp"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.ImperialExplorer"")","(GameplayTags=((TagName=""Dialogue.Lore.Ember.2"")))","1","","True",""
Lore_A2C5_Netherim_2,"((RowName=""LoreSpeaker_Sadista""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A2C5_Netherim_2_TitleText"", ""Nethermama"")","NSLOCTEXT(""DialogueTable"", ""CFE9AA4C4A98EAA4EDD62CA7EAE4BAB3"", ""Oh, those squabbling Netherim, with their jabbering purple faces! This one wants ember. This one wants to infest the halls of power. This one just wants to eat people. They\'re all so much fun, but all so disorganized. But they all can tell that Mother can get them what they need."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C5_Netherim_Sadia_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Sadista"")","(GameplayTags=((TagName=""Dialogue.Lore.Netherim.2"")))","1","","True",""
Lore_A2C5_Torchlight_5,"((RowName=""LoreSpeaker_CommanderVale""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A2C5_Torchlight_5_TitleText"", ""A History of Torchlight, Chapter 5"")","NSLOCTEXT(""DialogueTable"", ""FC1D55AE42A469DC7DAC12BDA8D59EE2"", ""A battle raged between the brave heroes and the Netherlord for our very existence.\r\nIn the end, our heroes killed the Netherlord.\r\nFearing that the Netherim forces would continue to stream through the opening a broken clockwork core made, the Embermage sealed the clockwork core with a relic powerful enough to conduct its energies.\r\nOrdrak\'s Heart."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C5_Torchlight_Vale"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Vale"")","(GameplayTags=((TagName=""Dialogue.Lore.Torchlight.5"")))","1","","True",""
Lore_A2C5_Netherim_3,"((RowName=""LoreSpeaker_Sadista""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A2C5_Netherim_3_TitleText"", ""Lordless"")","NSLOCTEXT(""DialogueTable"", ""Lore_A2C5_Netherim_3_Text"", ""General Vexl is marshalling his forces in the Sanctum. This is a new one and he is hungry! Seems like every time we reach across the aether, there\'s a new general in charge. I guess none of them have yet taken the place of the fallen Netherlord."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C5_Netherim_Sadib_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Sadista"")","(GameplayTags=((TagName=""Dialogue.Lore.Netherim.3"")))","1","","True",""
Lore_A2C5_Story_27,"((RowName=""LoreSpeaker_Mother""))","Lore","NSLOCTEXT(""DialogueTable"", ""D2126EC042DB7416F7BD2BB35A86D639"", ""Missing Sadista"")","NSLOCTEXT(""DialogueTable"", ""Lore_A2C5_Story_27_Text"", ""Sadista ignores my summons. I reach out, but she is difficult to locate. How suspicious."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C5_Story27_Mother_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Mother"")","(GameplayTags=((TagName=""Dialogue.Lore.Story.27"")))","1","","True",""
Lore_A2C5_Story_28,"((RowName=""LoreSpeaker_Sadista""))","Lore","NSLOCTEXT(""DialogueTable"", ""36600AFE499017F60B6A77A34E6192C4"", ""Reap the Rewards"")","NSLOCTEXT(""DialogueTable"", ""Lore_A2C5_Story_28_Text"", ""As usual, Mother sits back while I do all the work. And once I\'m done, I\'m supposed to just open the door to Novastraia and let Mother reap the rewards? What about me? Why don\'t I deserve the rewards, if it was I who did the work? And what could Mother, trapped in the Aether, do to stop me?"")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C5_Story28_Sadi_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Sadista"")","(GameplayTags=((TagName=""Dialogue.Lore.Story.28"")))","1","","True",""
Lore_A2C5_Story_29,"((RowName=""LoreSpeaker_Sadista""))","Lore","NSLOCTEXT(""DialogueTable"", ""9FE654904CC66F0F2359B485EF634FEB"", ""A Different Direction"")","NSLOCTEXT(""DialogueTable"", ""Lore_A2C5_Story_29_Text"", ""Is THIS enough void ember, Mother? Not so useless now, am I? You\'ll finally see just how resourceful I can be, and what happens to those who cross me. I know you had plans for the ember, but I\'ll be taking things in a different direction."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C5_Story29_Sadi_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Sadista"")","(GameplayTags=((TagName=""Dialogue.Lore.Story.29"")))","1","","True",""
Lore_A2C5_Story_30,"((RowName=""LoreSpeaker_Sadista""))","Lore","NSLOCTEXT(""DialogueTable"", ""1D0EDFF4457F90040FE3518210E6AED6"", ""Not Even Ordrak Himself"")","NSLOCTEXT(""DialogueTable"", ""Lore_A2C5_Story_30_Text"", ""Insolent intruder! Waltzing in, uninvited, into MY domain? Destroying everything I\'ve worked so hard for? Nobody will stop me, not this intruder, not Mother, not even the ancient Ordrak himself could stop me now..."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C5_Story30_Sadi_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Sadista"")","(GameplayTags=((TagName=""Dialogue.Lore.Story.30"")))","1","","True",""
Lore_A2C5_Story_31,"((RowName=""LoreSpeaker_Mother""))","Lore","NSLOCTEXT(""DialogueTable"", ""F91C04B04381C2DAA3AC0BB243973EED"", ""Dispatching Veriss"")","NSLOCTEXT(""DialogueTable"", ""Lore_A2C5_Story_31_Text"", ""Sadista\'s silence has gone on long enough. I will dispatch Veriss to the swamp to eliminate this dead weight."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C5_Story31_Mother_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Mother"")","(GameplayTags=((TagName=""Dialogue.Lore.Story.31"")))","1","","True",""
Lore_A2C5_Story_32,"((RowName=""LoreSpeaker_Sadista""))","Lore","NSLOCTEXT(""DialogueTable"", ""1BC9231547FB92B08F7FE286CCB8D1F8"", ""A Vicious Surprise"")","NSLOCTEXT(""DialogueTable"", ""Lore_A2C5_Story_32_Text"", ""Look at this fool, charging in to meet their doom. Do they think they destroyed ALL the void ember? They\'re in for a vicious surprise, if so."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C5_Story32_Sadi_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Sadista"")","(GameplayTags=((TagName=""Dialogue.Lore.Story.32"")))","1","","True",""
Lore_A3C1_AstralDoor_1,"((RowName=""LoreSpeaker_DwarvenChronicler""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A3C1_AstralDoor_1_TitleText"", ""Astral Door"")","NSLOCTEXT(""DialogueTable"", ""Lore_A3C1_AstralDoor_1_Text"", ""Secured atop the very mountain it both protects and endangers, the Astral Door remains locked, barring access to the Clockwork Core itself. A portal through time, space and the world, to its very ticking heart, the Astral Door should only be used in the direst of circumstances."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A3C1_AstralDoor1_DwChro"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.DwarvenChronicler"")","(GameplayTags=((TagName=""Dialogue.Lore.AstralDoor.1"")))","1","","True",""
