---,MinLevel,MaxLevel,DropWeight,MaxCount,TextFormat,ItemTextFormat,bAlwaysShowAffixName,bIsPrimaryAffix,TraitType,AffixTags,ElementTag,AffixCurveValue1,AffixCurveValue2,AffixCurveValue3,AffixCurveValue4,AffixCurveValue5,AffixCurveValue6,TraitString,Normal,Magic,Rare,Legendary,Unique,SetBonusTag,SetBonusCountRequired,EnchantingMagicMultipliers,EnchantingRareMultipliers,EnchantingLegendaryMultipliers,LifeboundMultiplier,bRound,TextOnDrop,Notes
Legendary_EnergySpikeLaunchesShadowBolt,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""7095DD28489600E1EA91A5A18105D61F"", ""Cast <span color=\""#FFD700\"">Energy Spike</>: While <span color=\""#FFD700\"">Dark Buff</> is active, fire a single <span color=\""#FFD700\"">Unholy Bolt</>"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.DuskMage.EnergySpikeCastShadowBolt""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders"")))","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.DuskMage.EnergySpikeCastShadowBolt","0.5","0.5","0.5","0.5","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_HolyBoltChanceToAbsolver,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""8561F6F44A53577B6D3F0C8773E1E3D7"", ""Cast <span color=\""#FFD700\"">Holy Bolt</>: 50% chance to cast <span color=\""#FFD700\"">Absolver</>"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.DuskMage.HolyBoltChanceToAbsolver""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders"")))","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.DuskMage.HolyBoltChanceToAbsolver","1","1","1","1","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_LuminousRunExplodeOnUse,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""8CCCC4D74213E55068E1198BCD5AABDA"", ""Cast <span color=\""#FFD700\"">Luminous Run</>: Create an explosion, dealing 600% Weapon Damage"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.DuskMage.LuminousRunExplodeOnUse""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders"")))","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.DuskMage.LuminousRunExplodeOnUse","1","1","1","1","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_UnholyBoltExtraProjectiles,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""733380AE4BF07484563AAC827E7346F4"", ""Increase the number of <span color=\""#FFD700\"">Unholy Bolt</> projectiles to 5"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.DuskMage.UnholyBoltExtraProjectiles""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders"")))","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.DuskMage.UnholyBoltExtraProjectiles","2","2","2","2","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_EntropyFireBolts,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""077C76B741486BA98589B3BEF08CEF68"", ""<span color=\""#FFD700\"">Entropy</> gains twice as many projectiles and a 8 second cooldown"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.DuskMage.EntropyFireBolts""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders"")))","(TagName="""")","Ones","None","None","None","None","None","CooldownSecondsBySkillName|DM_Entropy;SkillModifier|Affix.Legendary.DuskMage.EntropyFireBolts","8;1","8;1","8;1","8;1","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_ConsecrationPoisonNova,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""F493947F4E2C3528BE348C9C877E9965"", ""<span color=\""#FFD700\"">Consecration</> also poisons nearby enemies, dealing 125% Weapon Damage every second"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.DuskMage.ConsecrationPoisonNova""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders"")))","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.DuskMage.ConsecrationPoisonNova","1","1","1","1","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_HolyFuryHealingWhileChannel,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""80D6CD6E4EFFCA0CB744D4A4BB008964"", ""While channeling <span color=\""#FFD700\"">Holy Fury</>: Regenerate 5% Max Health / second and increase your Poison Defense by 100%"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.DuskMage.HolyFuryHealingWhileChannel""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders"")))","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.DuskMage.HolyFuryHealingWhileChannel","0.05","0.05","0.05","0.05","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_LightSpearCharges,"1.000000","100.000000","100","1","","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.DuskMage.LightSpearCharges""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders"")))","(TagName="""")","None","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_DarkSpearsLightningBolt,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""3574584449C05892427CA899324968FE"", ""Cast <span color=\""#FFD700\"">Dark Spears</>: call down a lightning bolt, stunning enemies inside for 1 sec. and dealing 80% Weapon Damage"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.DuskMage.DarkSpearsLightningBolt""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Weapon.Shield"")))","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.DuskMage.DarkSpearsLightningBolt","1","1","1","1","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_RadiantBlastCooldown,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""AD634EE74C6779245E5646BA583C46A1"", ""<span color=\""#FFD700\"">Radiant Blast</> gains 500% increased Weapon Damage, a 6 second cooldown, and no longer infuses enemies"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.DuskMage.RadiantBlastCooldown""),(TagName=""Item.Weapon.Focus"")))","(TagName="""")","Ones","None","None","None","None","None","CooldownSecondsBySkillName|DM_RadiantBlast;DamagePctBySkillName|DM_RadiantBlast;SkillModifier|Affix.Legendary.DuskMage.RadiantBlastCooldown","6;5;1","6;5;1","6;5;1","6;5;1","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_Woodsbeast_LuckOnGoblinKill,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""C572657A4127226D8F9F83A90FEBE45F"", ""Kill <span color=\""#FFD700\"">Goblin</>: Gain <span color=\""#FFD700\"">Lucky Adventurer</>, granting +20% Item Luck and 10% Movement Speed for 30 seconds"")","","False","True","Always","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Chest""),(TagName=""Affix.Legendary.Global.Woodsbeast.LuckOnGoblinKill"")))","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_LuckOnGoblinKill","1","1","1","1","1","(TagName="""")","0","","","","1.200000","False","",""
Legendary_Woodsbeast_FireGoblinProtection,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""C574D14E473E02C5DD9EAABDAC7A2935"", ""When Hit: If below 25% Health, gain <span color=\""#FFD700\"">Immunity</> to Fire and Goblin damage for 5 seconds (60s cooldown)"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Global.Woodsbeast.FireGoblinProtection""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Chest"")))","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_FireGoblinImmunity","1","1","1","1","1","(TagName="""")","0","","","","1.200000","False","",""
Legendary_Woodsbeast_ShrineDuration,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""9827848649676D3BF2653180D291FA27"", ""Increase <span color=\""#FFD700\"">Smoldering Shrine</> duration by 20 seconds"")","","False","True","Always","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Chest""),(TagName=""Affix.Legendary.Global.Woodsbeast.ShrineDuration"")))","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Global.Woodsbeast.ShrineDuration","20","20","20","20","20","(TagName="""")","0","","","","1.200000","False","",""
Legendary_Woodsbeast_GoblinRage,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""E9EDCA55457D184091DC4495EEFCD9A4"", ""On Hit: 2% chance to gain <span color=\""#FFD700\"">Goblin Rage</> for 10 seconds, granting <span color=\""#FFD700\"">Immunity</> to Stun and Knockback, and increasing Critical Chance and Attack Speed by 25%"")","","False","True","Always","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Chest""),(TagName=""Affix.Legendary.Global.Woodsbeast.GoblinRage"")))","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_GoblinRage","0.02","0.02","0.02","0.02","0.02","(TagName="""")","0","","","","1.200000","False","",""
Legendary_Woodsbeast_RelicActiveIgnite,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""BFDD91E74CE4C9F50B78E29F6D4EFF14"", ""Cast your <span color=\""#FFD700\"">Relic Skill</>: <span color=\""#FFD700\"">Ignite</> nearby enemies, dealing 30% weapon damage for 3 seconds"")","","False","True","Always","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Chest""),(TagName=""Affix.Legendary.Global.Woodsbeast.RelicActiveIgnite"")))","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_IgniteEnemiesOnRelicActive","1","1","1","1","1","(TagName="""")","0","","","","1.200000","False","",""
Legendary_Woodsbeast_SummonGoblinHounds,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""99283BEC468992D6C6CE27AD498A0DC4"", ""Activate your <span color=\""#FFD700\"">Relic Item</>: Summon a <span color=\""#FFD700\"">Goblin Hound</> for 10 seconds"")","","False","True","Always","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Chest""),(TagName=""Affix.Legendary.Global.Woodsbeast.SummonGoblinHound"")))","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_SummonGoblinHound;MinionsOnProcFromAffix|AffixOnProcGoblinHound","1;1","1;1","1;1","1;1","1;1","(TagName="""")","0","","","","1.200000","False","",""
Legendary_Woodsbeast_SetCounter,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""Legendary_Woodsbeast_SetCounter_TextFormat"", ""<span color=\""#FFD700\"">Woodsbeast Set</>"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.SetCounter.Woodsbeast""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion"")))","(TagName="""")","Ones","None","None","None","None","None","SetCounter|Affix.Legendary.SetCounter.Woodsbeast","1","1","1","1","","(TagName="""")","0","","","","1.200000","False","",""
LegendarySetBonus_Woodsbeast_LuckOnGoblinKill,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""5C37C61345C6E82B806C2A845774BF66"", ""<span color=\""#FFD700\"">Lucky Adventurer</> is twice as effective"")","","False","True","SetBonus","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Chest""),(TagName=""Affix.Legendary.Global.Woodsbeast.LuckOnGoblinKill""),(TagName=""Affix.Legendary.SetBonus"")))","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Global.Woodsbeast.LuckOnGoblinKill","1","1","1","1","1","(TagName=""Affix.Legendary.SetCounter.Woodsbeast"")","3","","","","1.200000","False","",""
LegendarySetBonus_Woodsbeast_FireGoblinProtection,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""C456CB0440B72FCBB4EBD0A36C631DA8"", ""<span color=\""#FFD700\"">Immunity</> duration increased to 10 seconds"")","","False","True","SetBonus","(GameplayTags=((TagName=""Affix.Legendary.Global.Woodsbeast.FireGoblinProtection""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Chest""),(TagName=""Affix.Legendary.SetBonus"")))","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Global.Woodsbeast.FireGoblinProtection","1","1","1","1","1","(TagName=""Affix.Legendary.SetCounter.Woodsbeast"")","3","","","","1.200000","False","",""
LegendarySetBonus_Woodsbeast_ShrineDuration,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""CD85F74841C2939FF8DF61A9FD01514C"", ""Increase <span color=\""#FFD700\"">Smoldering Shrine</> duration by another 20 seconds"")","","False","True","SetBonus","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Chest""),(TagName=""Affix.Legendary.Global.Woodsbeast.ShrineDuration""),(TagName=""Affix.Legendary.SetBonus"")))","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Global.Woodsbeast.ShrineDuration","20","20","20","20","20","(TagName=""Affix.Legendary.SetCounter.Woodsbeast"")","3","","","","1.200000","False","",""
LegendarySetBonus_Woodsbeast_GoblinRage,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""87AC893B4C76513D75C1129A90573B76"", ""<span color=\""#FFD700\"">Goblin Rage</> duration increased to 20 seconds"")","","False","True","SetBonus","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Chest""),(TagName=""Affix.Legendary.Global.Woodsbeast.GoblinRage""),(TagName=""Affix.Legendary.SetBonus"")))","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Global.Woodsbeast.GoblinRage","1","1","1","1","1","(TagName=""Affix.Legendary.SetCounter.Woodsbeast"")","3","","","","1.200000","False","",""
LegendarySetBonus_Woodsbeast_RelicActiveIgnite,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""D627B64A491CC259DF9431AEB86406E0"", ""<span color=\""#FFD700\"">Ignite</> deals twice as much damage"")","","False","True","SetBonus","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Chest""),(TagName=""Affix.Legendary.Global.Woodsbeast.RelicActiveIgnite""),(TagName=""Item.Armour.Helm""),(TagName=""Affix.Legendary.SetBonus"")))","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_IgniteEnemiesOnRelicActiveBonus","1","1","1","1","1","(TagName=""Affix.Legendary.SetCounter.Woodsbeast"")","3","","","","1.200000","False","",""
LegendarySetBonus_Woodsbeast_SummonGoblinHounds,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""6D20D6814385C06D3FD7E2A59E49E580"", ""Summon an additional <span color=\""#FFD700\"">Goblin Hound</>"")","","False","True","SetBonus","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Chest""),(TagName=""Affix.Legendary.Global.Woodsbeast.SummonGoblinHound""),(TagName=""Affix.Legendary.SetBonus"")))","(TagName="""")","Ones","None","None","None","None","None","MinionsOnProcFromAffix|AffixOnProcGoblinHound","1","1","1","1","1","(TagName=""Affix.Legendary.SetCounter.Woodsbeast"")","3","","","","1.200000","False","",""
